session_test_id,vp_id,age,gender,trial_id,choice_reference,choice_non_reference,choice_answer,choice_time,choice_comment
abx_constant_phase_shift,2,29,male,square_a_2_05,reference,C1,correct,5355,
abx_constant_phase_shift,2,29,male,square_a_2_01,reference,C1,correct,5065,
abx_constant_phase_shift,2,29,male,square_b_2_02,reference,C1,correct,26424,
abx_constant_phase_shift,2,29,male,hotelcalifornia_2_02,reference,C1,incorrect,79848,
abx_constant_phase_shift,2,29,male,square_a_2_03,reference,C1,correct,11501,
abx_constant_phase_shift,2,29,male,square_b_2_04,reference,C1,correct,23874,
abx_constant_phase_shift,2,29,male,square_a_2_04,reference,C1,correct,15313,
abx_constant_phase_shift,2,29,male,hotelcalifornia_2_03,reference,C1,correct,26975,
abx_constant_phase_shift,2,29,male,pnoise_2_01,reference,C1,incorrect,21493,
abx_constant_phase_shift,2,29,male,square_b_2_05,reference,C1,correct,14143,
abx_constant_phase_shift,2,29,male,castanets_2_04,reference,C1,incorrect,22767,
abx_constant_phase_shift,2,29,male,castanets_3_00,reference,C1,correct,10574,
abx_constant_phase_shift,2,29,male,pnoise_3_01,reference,C1,correct,14579,
abx_constant_phase_shift,2,29,male,pnoise_3_03,reference,C1,correct,114509,
abx_constant_phase_shift,2,29,male,square_a_3_01,reference,C1,correct,13846,
abx_constant_phase_shift,2,29,male,castanets_3_03,reference,C1,correct,39584,
abx_constant_phase_shift,2,29,male,square_b_3_01,reference,C1,correct,32961,
abx_constant_phase_shift,2,29,male,hotelcalifornia_3_04,reference,C1,correct,73062,
abx_constant_phase_shift,2,29,male,hotelcalifornia_3_00,reference,C1,correct,50159,
abx_constant_phase_shift,2,29,male,square_a_3_00,reference,C1,correct,8146,
abx_constant_phase_shift,2,29,male,hotelcalifornia_3_01,reference,C1,correct,79227,
abx_constant_phase_shift,2,29,male,pnoise_3_02,reference,C1,incorrect,75311,
abx_constant_phase_shift,2,29,male,square_a_3_02,reference,C1,correct,6942,
abx_constant_phase_shift,2,29,male,square_b_3_03,reference,C1,correct,21072,
abx_constant_phase_shift,2,29,male,pnoise_3_05,reference,C1,incorrect,57219,
abx_constant_phase_shift,2,29,male,pnoise_3_00,reference,C1,correct,36174,
abx_constant_phase_shift,2,29,male,square_b_3_04,reference,C1,correct,15987,
abx_constant_phase_shift,2,29,male,square_a_3_04,reference,C1,correct,8415,
abx_constant_phase_shift,2,29,male,square_a_3_05,reference,C1,correct,7224,
abx_constant_phase_shift,2,29,male,hotelcalifornia_3_03,reference,C1,correct,81805,
abx_constant_phase_shift,2,29,male,pnoise_3_04,reference,C1,incorrect,22435,
abx_constant_phase_shift,2,29,male,castanets_3_01,reference,C1,correct,17051,
abx_constant_phase_shift,2,29,male,square_b_3_05,reference,C1,correct,20769,
abx_constant_phase_shift,2,29,male,square_b_3_00,reference,C1,correct,13432,
abx_constant_phase_shift,2,29,male,hotelcalifornia_3_05,reference,C1,correct,38257,
abx_constant_phase_shift,2,29,male,castanets_3_04,reference,C1,correct,37682,
abx_constant_phase_shift,2,29,male,castanets_3_02,reference,C1,correct,24724,
abx_constant_phase_shift,2,29,male,hotelcalifornia_3_02,reference,C1,incorrect,42093,
abx_constant_phase_shift,2,29,male,castanets_3_05,reference,C1,correct,29909,
abx_constant_phase_shift,2,29,male,square_b_3_02,reference,C1,correct,20677,
abx_constant_phase_shift,2,29,male,square_a_3_03,reference,C1,correct,12579,
abx_constant_phase_shift,3,40,male,castanets_0_00,reference,C1,incorrect,60352,
abx_constant_phase_shift,3,40,male,pnoise_0_01,reference,C1,correct,87733,
abx_constant_phase_shift,3,40,male,square_a_0_03,reference,C1,correct,38886,
abx_constant_phase_shift,3,40,male,pnoise_0_00,reference,C1,incorrect,114812,
abx_constant_phase_shift,3,40,male,square_b_0_01,reference,C1,correct,121123,
abx_constant_phase_shift,3,40,male,hotelcalifornia_0_01,reference,C1,incorrect,80332,
abx_constant_phase_shift,3,40,male,castanets_0_03,reference,C1,correct,95935,
abx_constant_phase_shift,3,40,male,hotelcalifornia_0_00,reference,C1,incorrect,84147,
abx_constant_phase_shift,3,40,male,square_a_0_05,reference,C1,correct,40308,
abx_constant_phase_shift,3,40,male,square_b_0_06,reference,C1,correct,80007,
abx_constant_phase_shift,3,40,male,hotelcalifornia_0_05,reference,C1,incorrect,53447,
abx_constant_phase_shift,3,40,male,pnoise_0_05,reference,C1,correct,120016,
abx_constant_phase_shift,3,40,male,square_b_0_00,reference,C1,correct,46227,
abx_constant_phase_shift,3,40,male,hotelcalifornia_0_06,reference,C1,correct,37731,
abx_constant_phase_shift,3,40,male,square_a_0_00,reference,C1,correct,34312,
abx_constant_phase_shift,3,40,male,hotelcalifornia_0_04,reference,C1,correct,104000,
abx_constant_phase_shift,3,40,male,square_b_0_04,reference,C1,correct,50646,
abx_constant_phase_shift,3,40,male,square_a_0_02,reference,C1,correct,16538,
abx_constant_phase_shift,3,40,male,square_b_0_02,reference,C1,correct,39275,
abx_constant_phase_shift,3,40,male,square_a_0_06,reference,C1,correct,37496,
abx_constant_phase_shift,3,40,male,square_a_0_01,reference,C1,correct,16178,
abx_constant_phase_shift,3,40,male,castanets_0_05,reference,C1,correct,156173,
abx_constant_phase_shift,3,40,male,hotelcalifornia_0_03,reference,C1,incorrect,47975,
abx_constant_phase_shift,3,40,male,square_b_0_05,reference,C1,correct,99661,
abx_constant_phase_shift,3,40,male,square_b_0_03,reference,C1,correct,63663,
abx_constant_phase_shift,3,40,male,castanets_0_01,reference,C1,correct,44265,
abx_constant_phase_shift,3,40,male,castanets_0_02,reference,C1,correct,52598,
abx_constant_phase_shift,3,40,male,castanets_0_06,reference,C1,correct,50633,
abx_constant_phase_shift,3,40,male,castanets_0_04,reference,C1,correct,56120,
abx_constant_phase_shift,3,40,male,pnoise_0_03,reference,C1,correct,148298,
abx_constant_phase_shift,3,40,male,pnoise_0_02,reference,C1,correct,64219,
abx_constant_phase_shift,3,40,male,square_a_0_04,reference,C1,correct,28824,
abx_constant_phase_shift,3,40,male,pnoise_0_04,reference,C1,incorrect,70103,
abx_constant_phase_shift,3,40,male,hotelcalifornia_0_02,reference,C1,correct,54344,
abx_constant_phase_shift,3,40,male,pnoise_0_06,reference,C1,incorrect,85964,
abx_constant_phase_shift,3,40,male,hotelcalifornia_1_01,reference,C1,correct,109740,
abx_constant_phase_shift,3,40,male,square_b_1_01,reference,C1,correct,50529,
abx_constant_phase_shift,3,40,male,castanets_1_02,reference,C1,correct,77008,
abx_constant_phase_shift,3,40,male,square_a_1_02,reference,C1,correct,37402,
abx_constant_phase_shift,3,40,male,hotelcalifornia_1_04,reference,C1,incorrect,103605,
abx_constant_phase_shift,3,40,male,square_b_1_03,reference,C1,correct,70242,
abx_constant_phase_shift,3,40,male,hotelcalifornia_1_05,reference,C1,incorrect,82220,
abx_constant_phase_shift,3,40,male,square_a_1_01,reference,C1,correct,32388,
abx_constant_phase_shift,3,40,male,pnoise_1_03,reference,C1,incorrect,84894,
abx_constant_phase_shift,3,40,male,square_b_1_04,reference,C1,correct,41946,
abx_constant_phase_shift,3,40,male,square_a_1_00,reference,C1,correct,26987,
abx_constant_phase_shift,3,40,male,square_a_1_05,reference,C1,correct,35112,
abx_constant_phase_shift,3,40,male,pnoise_1_00,reference,C1,incorrect,131502,
abx_constant_phase_shift,3,40,male,square_a_1_04,reference,C1,correct,34694,
abx_constant_phase_shift,3,40,male,pnoise_1_04,reference,C1,incorrect,80192,
abx_constant_phase_shift,3,40,male,pnoise_1_02,reference,C1,incorrect,59908,
abx_constant_phase_shift,3,40,male,square_b_1_02,reference,C1,correct,43031,
abx_constant_phase_shift,3,40,male,square_a_1_03,reference,C1,correct,33468,
abx_constant_phase_shift,3,40,male,square_b_1_00,reference,C1,correct,87905,
abx_constant_phase_shift,3,40,male,castanets_1_01,reference,C1,correct,111783,
abx_constant_phase_shift,3,40,male,castanets_1_04,reference,C1,correct,60463,
abx_constant_phase_shift,3,40,male,castanets_1_05,reference,C1,incorrect,79609,
abx_constant_phase_shift,3,40,male,castanets_1_03,reference,C1,correct,63004,
abx_constant_phase_shift,3,40,male,pnoise_1_05,reference,C1,correct,65907,
abx_constant_phase_shift,3,40,male,hotelcalifornia_1_03,reference,C1,correct,107870,
abx_constant_phase_shift,3,40,male,square_b_1_05,reference,C1,correct,66351,
abx_constant_phase_shift,3,40,male,pnoise_1_01,reference,C1,incorrect,77513,
abx_constant_phase_shift,3,40,male,castanets_1_00,reference,C1,incorrect,50700,
abx_constant_phase_shift,3,40,male,hotelcalifornia_1_00,reference,C1,incorrect,70666,
abx_constant_phase_shift,3,40,male,hotelcalifornia_1_02,reference,C1,incorrect,127455,
abx_constant_phase_shift,3,40,male,pnoise_2_05,reference,C1,incorrect,100453,
abx_constant_phase_shift,3,40,male,square_b_2_00,reference,C1,incorrect,145239,
abx_constant_phase_shift,3,40,male,square_a_2_05,reference,C1,correct,28988,
abx_constant_phase_shift,3,40,male,pnoise_2_03,reference,C1,correct,98552,
abx_constant_phase_shift,3,40,male,hotelcalifornia_2_03,reference,C1,correct,117734,
abx_constant_phase_shift,3,40,male,castanets_2_01,reference,C1,correct,63375,
abx_constant_phase_shift,3,40,male,castanets_2_03,reference,C1,incorrect,54997,
abx_constant_phase_shift,3,40,male,hotelcalifornia_2_01,reference,C1,incorrect,58699,
abx_constant_phase_shift,3,40,male,square_a_2_01,reference,C1,correct,67656,
abx_constant_phase_shift,3,40,male,castanets_2_05,reference,C1,correct,48246,
abx_constant_phase_shift,3,40,male,square_b_2_01,reference,C1,incorrect,155963,
abx_constant_phase_shift,3,40,male,square_b_2_04,reference,C1,correct,93361,
abx_constant_phase_shift,3,40,male,pnoise_2_00,reference,C1,incorrect,126597,
abx_constant_phase_shift,3,40,male,hotelcalifornia_2_02,reference,C1,correct,61758,
abx_constant_phase_shift,3,40,male,pnoise_2_04,reference,C1,correct,79259,
abx_constant_phase_shift,3,40,male,square_a_2_04,reference,C1,correct,27438,
abx_constant_phase_shift,3,40,male,square_a_2_03,reference,C1,correct,8507,
abx_constant_phase_shift,3,40,male,castanets_2_04,reference,C1,correct,88666,
abx_constant_phase_shift,3,40,male,hotelcalifornia_2_04,reference,C1,incorrect,77596,
abx_constant_phase_shift,3,40,male,square_a_2_02,reference,C1,correct,44304,
abx_constant_phase_shift,3,40,male,castanets_2_00,reference,C1,correct,72635,
abx_constant_phase_shift,3,40,male,hotelcalifornia_2_05,reference,C1,incorrect,75888,
abx_constant_phase_shift,3,40,male,pnoise_2_01,reference,C1,incorrect,89338,
abx_constant_phase_shift,3,40,male,hotelcalifornia_2_00,reference,C1,correct,82560,
abx_constant_phase_shift,3,40,male,castanets_2_02,reference,C1,correct,113393,
abx_constant_phase_shift,3,40,male,square_b_2_03,reference,C1,correct,46080,
abx_constant_phase_shift,3,40,male,square_b_2_05,reference,C1,correct,83293,
abx_constant_phase_shift,3,40,male,pnoise_2_02,reference,C1,incorrect,96684,
abx_constant_phase_shift,3,40,male,square_a_2_00,reference,C1,correct,37551,
abx_constant_phase_shift,3,40,male,square_b_2_02,reference,C1,correct,40141,
abx_constant_phase_shift,3,40,male,castanets_3_05,reference,C1,correct,146725,
abx_constant_phase_shift,3,40,male,pnoise_3_03,reference,C1,incorrect,72864,
abx_constant_phase_shift,3,40,male,castanets_3_04,reference,C1,incorrect,60628,
abx_constant_phase_shift,3,40,male,hotelcalifornia_3_01,reference,C1,incorrect,93557,
abx_constant_phase_shift,3,40,male,square_b_3_01,reference,C1,correct,46832,
abx_constant_phase_shift,3,40,male,pnoise_3_04,reference,C1,correct,84288,
abx_constant_phase_shift,3,40,male,pnoise_3_05,reference,C1,incorrect,54275,
abx_constant_phase_shift,3,40,male,hotelcalifornia_3_00,reference,C1,incorrect,77822,
abx_constant_phase_shift,3,40,male,square_a_3_05,reference,C1,correct,25538,
abx_constant_phase_shift,3,40,male,square_a_3_04,reference,C1,correct,20915,
abx_constant_phase_shift,3,40,male,square_b_3_00,reference,C1,correct,47518,
abx_constant_phase_shift,3,40,male,square_b_3_03,reference,C1,correct,63554,
abx_constant_phase_shift,3,40,male,pnoise_3_01,reference,C1,correct,53541,
abx_constant_phase_shift,3,40,male,hotelcalifornia_3_02,reference,C1,incorrect,86149,
abx_constant_phase_shift,3,40,male,hotelcalifornia_3_05,reference,C1,incorrect,70264,
abx_constant_phase_shift,3,40,male,square_a_3_02,reference,C1,correct,45416,
abx_constant_phase_shift,3,40,male,castanets_3_03,reference,C1,incorrect,89205,
abx_constant_phase_shift,3,40,male,castanets_3_02,reference,C1,correct,45254,
abx_constant_phase_shift,3,40,male,hotelcalifornia_3_03,reference,C1,incorrect,52216,
abx_constant_phase_shift,3,40,male,square_a_3_01,reference,C1,correct,11893,
abx_constant_phase_shift,3,40,male,hotelcalifornia_3_04,reference,C1,correct,124353,
abx_constant_phase_shift,3,40,male,castanets_3_01,reference,C1,correct,58630,
abx_constant_phase_shift,3,40,male,square_b_3_04,reference,C1,correct,51096,
abx_constant_phase_shift,3,40,male,castanets_3_00,reference,C1,correct,47560,
abx_constant_phase_shift,3,40,male,pnoise_3_02,reference,C1,incorrect,87584,
abx_constant_phase_shift,3,40,male,square_b_3_02,reference,C1,correct,45822,
abx_constant_phase_shift,3,40,male,square_b_3_05,reference,C1,correct,48893,
abx_constant_phase_shift,3,40,male,square_a_3_00,reference,C1,correct,14087,
abx_constant_phase_shift,3,40,male,pnoise_3_00,reference,C1,incorrect,130454,
abx_constant_phase_shift,3,40,male,square_a_3_03,reference,C1,correct,11388,
abx_constant_phase_shift,4,30,female,square_b_0_06,reference,C1,correct,51063,
abx_constant_phase_shift,4,30,female,square_a_0_02,reference,C1,incorrect,56693,
abx_constant_phase_shift,4,30,female,castanets_0_00,reference,C1,incorrect,78651,
abx_constant_phase_shift,4,30,female,castanets_0_01,reference,C1,incorrect,30289,
abx_constant_phase_shift,4,30,female,square_b_0_02,reference,C1,incorrect,52841,
abx_constant_phase_shift,4,30,female,square_a_0_01,reference,C1,incorrect,28876,
abx_constant_phase_shift,4,30,female,pnoise_0_05,reference,C1,correct,44543,
abx_constant_phase_shift,4,30,female,hotelcalifornia_0_03,reference,C1,incorrect,47798,
abx_constant_phase_shift,4,30,female,castanets_0_02,reference,C1,incorrect,61926,
abx_constant_phase_shift,4,30,female,square_b_0_05,reference,C1,incorrect,46157,
abx_constant_phase_shift,4,30,female,square_a_0_03,reference,C1,incorrect,29711,
abx_constant_phase_shift,4,30,female,castanets_0_04,reference,C1,incorrect,49056,
abx_constant_phase_shift,4,30,female,square_b_0_00,reference,C1,incorrect,13917,
abx_constant_phase_shift,4,30,female,square_a_0_00,reference,C1,incorrect,14333,
abx_constant_phase_shift,4,30,female,pnoise_0_04,reference,C1,incorrect,41048,
abx_constant_phase_shift,4,30,female,hotelcalifornia_0_00,reference,C1,correct,119978,
abx_constant_phase_shift,4,30,female,pnoise_0_00,reference,C1,correct,21301,
abx_constant_phase_shift,4,30,female,hotelcalifornia_0_04,reference,C1,correct,31239,
abx_constant_phase_shift,4,30,female,hotelcalifornia_0_05,reference,C1,incorrect,24490,
abx_constant_phase_shift,4,30,female,pnoise_0_06,reference,C1,correct,28153,
abx_constant_phase_shift,4,30,female,square_a_0_06,reference,C1,incorrect,33020,
abx_constant_phase_shift,4,30,female,castanets_0_06,reference,C1,correct,47997,
abx_constant_phase_shift,4,30,female,hotelcalifornia_0_06,reference,C1,incorrect,17289,
abx_constant_phase_shift,4,30,female,square_a_0_04,reference,C1,correct,19307,
abx_constant_phase_shift,4,30,female,square_b_0_01,reference,C1,incorrect,19948,
abx_constant_phase_shift,4,30,female,pnoise_0_02,reference,C1,incorrect,29739,
abx_constant_phase_shift,4,30,female,square_b_0_04,reference,C1,correct,17080,
abx_constant_phase_shift,4,30,female,square_a_0_05,reference,C1,correct,32086,
abx_constant_phase_shift,4,30,female,castanets_0_05,reference,C1,correct,38605,
abx_constant_phase_shift,4,30,female,pnoise_0_03,reference,C1,correct,61834,
abx_constant_phase_shift,4,30,female,hotelcalifornia_0_02,reference,C1,incorrect,23624,
abx_constant_phase_shift,4,30,female,castanets_0_03,reference,C1,correct,51205,
abx_constant_phase_shift,4,30,female,square_b_0_03,reference,C1,correct,26629,
abx_constant_phase_shift,4,30,female,hotelcalifornia_0_01,reference,C1,incorrect,55212,
abx_constant_phase_shift,4,30,female,pnoise_0_01,reference,C1,correct,22730,
abx_constant_phase_shift,4,30,female,square_b_1_05,reference,C1,correct,70041,
abx_constant_phase_shift,4,30,female,pnoise_1_00,reference,C1,incorrect,53007,
abx_constant_phase_shift,4,30,female,square_b_1_03,reference,C1,incorrect,58145,
abx_constant_phase_shift,4,30,female,hotelcalifornia_1_03,reference,C1,incorrect,28828,
abx_constant_phase_shift,4,30,female,square_a_1_05,reference,C1,correct,15176,
abx_constant_phase_shift,4,30,female,pnoise_1_03,reference,C1,incorrect,119937,
abx_constant_phase_shift,4,30,female,square_b_1_02,reference,C1,correct,63121,
abx_constant_phase_shift,4,30,female,pnoise_1_02,reference,C1,incorrect,19693,
abx_constant_phase_shift,4,30,female,pnoise_1_04,reference,C1,correct,21661,
abx_constant_phase_shift,4,30,female,castanets_1_00,reference,C1,incorrect,34004,
abx_constant_phase_shift,4,30,female,castanets_1_02,reference,C1,incorrect,31789,
abx_constant_phase_shift,4,30,female,castanets_1_05,reference,C1,correct,18896,
abx_constant_phase_shift,4,30,female,square_b_1_01,reference,C1,correct,18362,
abx_constant_phase_shift,4,30,female,square_b_1_00,reference,C1,correct,52762,
abx_constant_phase_shift,4,30,female,hotelcalifornia_1_05,reference,C1,incorrect,194232,
abx_constant_phase_shift,4,30,female,castanets_1_03,reference,C1,correct,78531,
abx_constant_phase_shift,4,30,female,square_b_1_04,reference,C1,incorrect,24188,
abx_constant_phase_shift,4,30,female,hotelcalifornia_1_01,reference,C1,incorrect,11733,
abx_constant_phase_shift,4,30,female,pnoise_1_01,reference,C1,incorrect,29964,
abx_constant_phase_shift,4,30,female,pnoise_1_05,reference,C1,incorrect,6947,
abx_constant_phase_shift,4,30,female,hotelcalifornia_1_02,reference,C1,correct,11800,
abx_constant_phase_shift,4,30,female,square_a_1_00,reference,C1,correct,14277,
abx_constant_phase_shift,4,30,female,castanets_1_01,reference,C1,incorrect,42137,
abx_constant_phase_shift,4,30,female,hotelcalifornia_1_00,reference,C1,correct,18180,
abx_constant_phase_shift,4,30,female,hotelcalifornia_1_04,reference,C1,correct,12565,
abx_constant_phase_shift,4,30,female,square_a_1_01,reference,C1,correct,24931,
abx_constant_phase_shift,4,30,female,square_a_1_02,reference,C1,incorrect,6989,
abx_constant_phase_shift,4,30,female,square_a_1_03,reference,C1,correct,11995,
abx_constant_phase_shift,4,30,female,square_a_1_04,reference,C1,correct,32297,
abx_constant_phase_shift,4,30,female,castanets_1_04,reference,C1,incorrect,22654,
abx_constant_phase_shift,4,30,female,castanets_2_03,reference,C1,incorrect,55367,
abx_constant_phase_shift,4,30,female,square_b_2_02,reference,C1,correct,45782,
abx_constant_phase_shift,4,30,female,pnoise_2_05,reference,C1,incorrect,58432,
abx_constant_phase_shift,4,30,female,castanets_2_02,reference,C1,incorrect,54813,
abx_constant_phase_shift,4,30,female,square_b_2_01,reference,C1,incorrect,53831,
abx_constant_phase_shift,4,30,female,square_b_2_00,reference,C1,incorrect,13591,
abx_constant_phase_shift,4,30,female,square_b_2_05,reference,C1,correct,36968,
abx_constant_phase_shift,4,30,female,hotelcalifornia_2_05,reference,C1,correct,140933,
abx_constant_phase_shift,4,30,female,square_a_2_05,reference,C1,correct,43527,
abx_constant_phase_shift,4,30,female,square_a_2_00,reference,C1,incorrect,11701,
abx_constant_phase_shift,4,30,female,square_b_2_03,reference,C1,correct,31534,
abx_constant_phase_shift,4,30,female,pnoise_2_01,reference,C1,incorrect,16027,
abx_constant_phase_shift,4,30,female,square_b_2_04,reference,C1,correct,44865,
abx_constant_phase_shift,4,30,female,castanets_2_01,reference,C1,correct,48258,
abx_constant_phase_shift,4,30,female,square_a_2_03,reference,C1,correct,44280,
abx_constant_phase_shift,4,30,female,square_a_2_02,reference,C1,correct,16416,
abx_constant_phase_shift,4,30,female,hotelcalifornia_2_03,reference,C1,correct,49047,
abx_constant_phase_shift,4,30,female,pnoise_2_04,reference,C1,correct,28041,
abx_constant_phase_shift,4,30,female,hotelcalifornia_2_04,reference,C1,correct,20226,
abx_constant_phase_shift,4,30,female,pnoise_2_03,reference,C1,correct,104821,
abx_constant_phase_shift,4,30,female,pnoise_2_00,reference,C1,incorrect,16769,
abx_constant_phase_shift,4,30,female,hotelcalifornia_2_00,reference,C1,correct,73573,
abx_constant_phase_shift,4,30,female,castanets_2_04,reference,C1,incorrect,20236,
abx_constant_phase_shift,4,30,female,hotelcalifornia_2_01,reference,C1,incorrect,12848,
abx_constant_phase_shift,4,30,female,castanets_2_05,reference,C1,correct,61016,
abx_constant_phase_shift,4,30,female,pnoise_2_02,reference,C1,correct,20154,
abx_constant_phase_shift,4,30,female,square_a_2_01,reference,C1,incorrect,35528,
abx_constant_phase_shift,4,30,female,square_a_2_04,reference,C1,correct,24201,
abx_constant_phase_shift,4,30,female,hotelcalifornia_2_02,reference,C1,correct,32261,
abx_constant_phase_shift,4,30,female,castanets_2_00,reference,C1,incorrect,29832,
abx_constant_phase_shift,4,30,female,castanets_3_00,reference,C1,incorrect,24873,
abx_constant_phase_shift,4,30,female,square_b_3_03,reference,C1,correct,53093,
abx_constant_phase_shift,4,30,female,square_a_3_04,reference,C1,correct,23903,
abx_constant_phase_shift,4,30,female,castanets_3_01,reference,C1,incorrect,51978,
abx_constant_phase_shift,4,30,female,pnoise_3_03,reference,C1,incorrect,25240,
abx_constant_phase_shift,4,30,female,pnoise_3_01,reference,C1,correct,19838,
abx_constant_phase_shift,4,30,female,castanets_3_02,reference,C1,correct,90231,
abx_constant_phase_shift,4,30,female,hotelcalifornia_3_01,reference,C1,incorrect,29406,
abx_constant_phase_shift,4,30,female,castanets_3_03,reference,C1,correct,21214,
abx_constant_phase_shift,4,30,female,pnoise_3_05,reference,C1,incorrect,40605,
abx_constant_phase_shift,4,30,female,castanets_3_04,reference,C1,incorrect,17098,
abx_constant_phase_shift,4,30,female,square_b_3_02,reference,C1,correct,36563,
abx_constant_phase_shift,4,30,female,square_b_3_00,reference,C1,correct,21579,
abx_constant_phase_shift,4,30,female,hotelcalifornia_3_00,reference,C1,correct,44695,
abx_constant_phase_shift,4,30,female,square_b_3_05,reference,C1,correct,29531,
abx_constant_phase_shift,4,30,female,pnoise_3_00,reference,C1,incorrect,43678,
abx_constant_phase_shift,4,30,female,pnoise_3_02,reference,C1,correct,17725,
abx_constant_phase_shift,4,30,female,castanets_3_05,reference,C1,correct,49417,
abx_constant_phase_shift,4,30,female,hotelcalifornia_3_05,reference,C1,incorrect,27641,
abx_constant_phase_shift,4,30,female,square_a_3_00,reference,C1,correct,37419,
abx_constant_phase_shift,4,30,female,square_a_3_05,reference,C1,correct,17215,
abx_constant_phase_shift,4,30,female,hotelcalifornia_3_02,reference,C1,incorrect,63469,
abx_constant_phase_shift,4,30,female,square_a_3_01,reference,C1,incorrect,31917,
abx_constant_phase_shift,4,30,female,pnoise_3_04,reference,C1,incorrect,33171,
abx_constant_phase_shift,4,30,female,square_b_3_01,reference,C1,incorrect,32896,
abx_constant_phase_shift,4,30,female,square_a_3_02,reference,C1,incorrect,7542,
abx_constant_phase_shift,4,30,female,hotelcalifornia_3_04,reference,C1,correct,83426,
abx_constant_phase_shift,4,30,female,square_b_3_04,reference,C1,correct,24730,
abx_constant_phase_shift,4,30,female,hotelcalifornia_3_03,reference,C1,correct,25580,
abx_constant_phase_shift,4,30,female,square_a_3_03,reference,C1,correct,17383,
abx_constant_phase_shift,5,38,male,castanets_0_03,reference,C1,incorrect,49958,
abx_constant_phase_shift,5,38,male,castanets_0_00,reference,C1,correct,153230,
abx_constant_phase_shift,5,38,male,castanets_0_02,reference,C1,correct,135092,
abx_constant_phase_shift,5,38,male,hotelcalifornia_0_00,reference,C1,correct,248202,
abx_constant_phase_shift,5,38,male,pnoise_0_01,reference,C1,correct,294786,
abx_constant_phase_shift,5,38,male,hotelcalifornia_0_05,reference,C1,correct,40295,
abx_constant_phase_shift,5,38,male,pnoise_0_03,reference,C1,correct,261588,
abx_constant_phase_shift,5,38,male,pnoise_0_04,reference,C1,correct,13731,
abx_constant_phase_shift,5,38,male,square_b_0_04,reference,C1,correct,60841,
abx_constant_phase_shift,5,38,male,hotelcalifornia_0_06,reference,C1,incorrect,253462,
abx_constant_phase_shift,5,38,male,castanets_0_06,reference,C1,correct,22203,
abx_constant_phase_shift,5,38,male,pnoise_0_00,reference,C1,correct,37444,
abx_constant_phase_shift,5,38,male,square_a_0_05,reference,C1,incorrect,35538,
abx_constant_phase_shift,5,38,male,pnoise_0_06,reference,C1,correct,76739,
abx_constant_phase_shift,5,38,male,castanets_0_04,reference,C1,correct,450099,
abx_constant_phase_shift,5,38,male,hotelcalifornia_0_01,reference,C1,correct,49947,
abx_constant_phase_shift,5,38,male,square_b_0_01,reference,C1,correct,36202,
abx_constant_phase_shift,5,38,male,castanets_0_01,reference,C1,incorrect,208552,
abx_constant_phase_shift,5,38,male,hotelcalifornia_0_03,reference,C1,incorrect,62006,
abx_constant_phase_shift,5,38,male,square_b_0_05,reference,C1,correct,38812,
abx_constant_phase_shift,5,38,male,hotelcalifornia_0_04,reference,C1,incorrect,281552,
abx_constant_phase_shift,5,38,male,square_b_0_06,reference,C1,correct,22983,
abx_constant_phase_shift,5,38,male,pnoise_0_02,reference,C1,correct,29883,
abx_constant_phase_shift,5,38,male,square_a_0_01,reference,C1,correct,48308,
abx_constant_phase_shift,5,38,male,hotelcalifornia_0_02,reference,C1,incorrect,71288,
abx_constant_phase_shift,5,38,male,square_a_0_06,reference,C1,correct,48498,
abx_constant_phase_shift,5,38,male,square_b_0_03,reference,C1,correct,30241,
abx_constant_phase_shift,5,38,male,square_b_0_00,reference,C1,correct,129181,
abx_constant_phase_shift,5,38,male,castanets_0_05,reference,C1,correct,233129,
abx_constant_phase_shift,5,38,male,square_a_0_03,reference,C1,correct,64112,
abx_constant_phase_shift,5,38,male,square_a_0_02,reference,C1,correct,109179,
abx_constant_phase_shift,5,38,male,pnoise_0_05,reference,C1,correct,21853,
abx_constant_phase_shift,5,38,male,square_a_0_04,reference,C1,correct,139924,
abx_constant_phase_shift,5,38,male,square_a_0_00,reference,C1,correct,174031,
abx_constant_phase_shift,5,38,male,square_b_0_02,reference,C1,incorrect,17045,
abx_constant_phase_shift,5,38,male,castanets_1_00,reference,C1,incorrect,191342,
abx_constant_phase_shift,5,38,male,pnoise_1_01,reference,C1,correct,20485,
abx_constant_phase_shift,5,38,male,square_b_1_01,reference,C1,correct,61174,
abx_constant_phase_shift,5,38,male,square_a_1_01,reference,C1,correct,29167,
abx_constant_phase_shift,5,38,male,castanets_1_01,reference,C1,incorrect,117387,
abx_constant_phase_shift,5,38,male,square_b_1_05,reference,C1,correct,83595,
abx_constant_phase_shift,5,38,male,square_a_1_04,reference,C1,correct,30882,
abx_constant_phase_shift,5,38,male,square_b_1_04,reference,C1,correct,55753,
abx_constant_phase_shift,5,38,male,square_b_1_00,reference,C1,incorrect,95094,
abx_constant_phase_shift,5,38,male,hotelcalifornia_1_00,reference,C1,incorrect,49801,
abx_constant_phase_shift,5,38,male,square_a_1_03,reference,C1,correct,250147,
abx_constant_phase_shift,5,38,male,castanets_1_04,reference,C1,correct,71363,
abx_constant_phase_shift,5,38,male,hotelcalifornia_1_02,reference,C1,incorrect,68205,
abx_constant_phase_shift,5,38,male,castanets_1_02,reference,C1,correct,51981,
abx_constant_phase_shift,5,38,male,pnoise_1_05,reference,C1,correct,25791,
